Date,Store_ID,Product_Category,Price,Discount,Advertising_Spend,Holiday,Temperature,Competitor_Price,Units_Sold
2022-03-16,S06,Furniture,142.99,10,3523.48,0,12.7,134.54,36
2022-03-17,S06,Electronics,396.84,15,1696.89,0,22.2,400.94,8
2022-03-18,S09,Electronics,11.1,25,1369.24,0,29.3,11.7,7
2022-03-19,S09,Clothing,499.51,10,3931.44,0,14.8,538.7,44
2022-03-20,S03,Sports,262.1,5,1890.04,0,19.7,258.99,32
2022-03-21,S06,Sports,98.69,25,3770.86,0,10.7,97.26,18
2022-03-22,S06,Sports,476.11,25,1166.17,0,10.5,434.26,1
2022-03-23,S07,Furniture,70.82,25,765.83,0,14.0,66.61,3
2022-03-24,S08,Electronics,189.77,0,411.23,0,20.4,203.06,25
2022-03-25,S08,Furniture,494.16,5,4194.17,0,31.5,526.72,49
2022-03-26,S07,Clothing,462.81,15,4270.8,0,25.3,481.01,23
2022-03-27,S01,Groceries,369.37,0,1258.21,0,22.3,376.03,30
2022-03-28,S02,Clothing,127.85,5,2744.16,0,26.3,133.95,33
2022-03-29,S06,Furniture,353.71,25,3935.82,0,16.2,364.96,12
2022-03-30,S07,Groceries,345.53,10,4240.69,0,31.3,344.61,30
2022-03-31,S01,Sports,404.19,10,657.49,0,27.5,438.69,20
2022-04-01,S05,Groceries,482.53,25,1107.01,0,17.9,473.64,8
2022-04-02,S02,Sports,400.99,5,2981.62,0,29.2,391.9,35
2022-04-03,S04,Sports,340.5,15,317.39,0,30.4,345.29,13
2022-04-04,S03,Sports,301.42,10,463.77,0,36.6,310.95,11
2022-04-05,S07,Electronics,74.74,15,813.95,0,26.3,82.21,12
2022-04-06,S04,Furniture,156.53,5,2475.24,0,20.5,156.38,34
2022-04-07,S07,Clothing,327.21,25,161.09,0,20.5,316.28,1
2022-04-08,S09,Sports,161.41,0,3464.24,0,20.7,154.96,45
2022-04-09,S09,Sports,275.42,20,3408.05,0,33.0,285.19,25
2022-04-10,S08,Electronics,381.05,20,4686.31,0,31.4,382.98,37
2022-04-11,S01,Clothing,144.76,25,954.66,0,36.8,150.67,10
2022-04-12,S05,Groceries,391.08,15,2605.56,0,24.2,378.07,17
2022-04-13,S07,Furniture,108.66,15,758.22,0,13.2,102.11,11
2022-04-14,S10,Electronics,496.82,15,1140.83,0,25.7,541.81,16
2022-04-15,S05,Clothing,343.55,20,368.63,0,18.5,344.41,4
2022-04-16,S05,Clothing,28.1,20,4918.53,0,26.0,28.03,34
2022-04-17,S09,Furniture,63.04,0,2825.08,0,36.9,57.56,37
2022-04-18,S07,Groceries,143.24,5,3032.09,0,30.0,148.75,35
2022-04-19,S04,Electronics,311.46,15,1614.93,0,10.2,283.88,20
2022-04-20,S03,Furniture,70.8,15,2686.34,0,22.5,74.36,20
2022-04-21,S06,Sports,428.73,20,2767.77,0,12.6,392.66,26
2022-04-22,S08,Clothing,406.9,0,2131.07,0,10.7,387.51,33
2022-04-23,S06,Clothing,439.02,0,2810.85,0,25.9,395.97,40
2022-04-24,S06,Electronics,52.95,0,191.15,0,35.2,48.39,18
2022-04-25,S02,Clothing,116.62,25,932.5,0,15.5,120.17,1
2022-04-26,S10,Groceries,332.94,0,965.47,0,33.8,343.11,20
2022-04-27,S04,Furniture,7.42,10,2002.02,0,20.9,7.96,21
2022-04-28,S01,Sports,22.75,15,2527.12,0,35.0,21.19,19
2022-04-29,S06,Clothing,478.18,0,2226.13,0,33.6,449.94,33
2022-04-30,S02,Electronics,124.28,5,1875.86,0,13.1,121.85,30
2022-05-01,S01,Groceries,159.59,20,1433.32,0,36.3,159.12,14
2022-05-02,S08,Clothing,334.44,25,4743.29,0,12.8,315.8,28
2022-05-03,S01,Furniture,32.28,20,4191.04,0,33.2,30.02,30
2022-05-04,S04,Sports,158.15,25,4228.14,0,19.5,162.32,17
2022-05-05,S06,Furniture,29.69,15,1203.91,0,37.4,32.4,18
2022-05-06,S09,Groceries,142.59,5,3064.56,0,26.5,153.24,36
2022-05-07,S05,Furniture,55.48,5,3440.16,0,23.7,50.42,37
2022-05-08,S10,Groceries,262.16,25,694.26,0,21.0,236.23,3
2022-05-09,S05,Furniture,385.43,10,4349.51,0,20.1,402.13,35
2022-05-10,S01,Clothing,430.87,10,3249.88,0,11.6,431.04,32
2022-05-11,S09,Sports,110.74,0,565.12,0,37.4,102.0,16
2022-05-12,S01,Furniture,466.0,0,2089.24,0,10.4,474.75,40
2022-05-13,S07,Furniture,484.67,0,4603.79,0,30.8,525.87,41
2022-05-14,S03,Sports,239.21,10,4031.83,0,17.9,219.79,32
2022-05-15,S06,Furniture,315.51,10,4958.86,0,30.5,326.48,41
2022-05-16,S01,Clothing,271.28,25,4364.93,0,25.6,285.31,9
2022-05-17,S02,Electronics,444.69,10,4242.05,0,36.5,487.3,36
2022-05-18,S05,Groceries,415.06,15,3936.67,0,19.5,397.15,26
2022-05-19,S10,Furniture,393.67,25,4822.74,0,34.1,391.23,27
2022-05-20,S09,Electronics,469.14,10,1167.63,0,34.2,456.32,20
2022-05-21,S10,Groceries,29.62,25,3124.34,0,10.5,29.18,16
2022-05-22,S03,Sports,155.98,5,4872.02,0,21.9,169.0,47
2022-05-23,S01,Sports,130.83,15,3183.02,0,11.1,138.24,30
2022-05-24,S05,Furniture,262.75,5,1379.25,0,11.6,263.88,26
2022-05-25,S01,Furniture,25.4,5,2149.88,0,22.3,23.43,36
2022-05-26,S04,Groceries,11.31,5,1878.73,0,19.4,12.23,31
2022-05-27,S10,Groceries,372.79,15,2164.18,0,37.8,376.22,27
2022-05-28,S08,Sports,153.09,0,2509.75,0,17.4,138.75,27
2022-05-29,S04,Sports,22.91,20,1413.99,0,14.6,21.14,20
2022-05-30,S09,Clothing,106.06,20,3740.19,0,27.3,114.63,34
2022-05-31,S02,Clothing,401.67,15,3293.45,0,37.3,396.37,28
2022-06-01,S05,Furniture,407.03,15,1495.97,0,17.8,399.61,22
2022-06-02,S05,Groceries,279.73,10,1973.83,0,19.3,254.43,22
2022-06-03,S10,Sports,33.69,25,481.02,0,34.3,36.29,1
2022-06-04,S03,Sports,284.57,10,2395.68,0,10.4,289.13,35
2022-06-05,S09,Clothing,218.81,0,806.85,0,19.6,211.59,30
2022-06-06,S09,Furniture,164.56,10,790.68,0,16.9,179.0,15
2022-06-07,S09,Electronics,171.99,20,677.32,0,31.4,158.99,13
2022-06-08,S01,Groceries,390.58,5,2697.41,0,15.7,398.76,25
2022-06-09,S04,Sports,101.41,15,2496.03,0,34.9,106.16,13
2022-06-10,S08,Furniture,451.12,10,190.95,0,30.7,463.51,13
2022-06-11,S01,Furniture,298.27,25,3474.29,0,11.8,320.05,18
2022-06-12,S05,Groceries,441.17,20,2345.17,0,26.9,483.37,17
2022-06-13,S05,Clothing,177.43,25,1459.0,0,33.8,180.66,9
2022-06-14,S02,Groceries,257.37,15,2407.04,0,25.5,247.34,21
2022-06-15,S10,Furniture,373.83,10,2124.44,0,21.9,359.96,31
2022-06-16,S05,Clothing,94.13,15,1210.25,0,30.0,88.83,12
2022-06-17,S06,Furniture,247.07,0,1034.21,0,34.1,252.79,16
2022-06-18,S05,Electronics,205.72,10,3447.86,0,37.3,223.16,25
2022-06-19,S10,Sports,344.19,10,1036.85,0,35.0,337.11,18
2022-06-20,S01,Groceries,224.76,25,2781.82,0,27.9,235.93,10
2022-06-21,S04,Furniture,406.12,25,525.07,0,12.9,429.87,4
2022-06-22,S09,Electronics,375.93,15,1326.73,0,28.5,373.11,19
2022-06-23,S08,Electronics,38.35,0,2675.11,0,17.4,36.72,42
2022-06-24,S05,Furniture,403.37,25,2851.54,0,21.6,368.31,23
2022-06-25,S04,Groceries,193.97,5,223.34,0,15.7,192.47,12
2022-06-26,S07,Groceries,159.46,10,4141.6,0,19.1,154.64,36
2022-06-27,S07,Furniture,228.77,5,414.63,0,12.7,224.03,15
2022-06-28,S09,Sports,119.54,25,3658.15,0,10.4,128.34,16
2022-06-29,S02,Furniture,137.92,20,1052.29,0,13.5,139.22,6
2022-06-30,S05,Electronics,189.89,15,147.89,0,24.8,172.7,15
2022-07-01,S03,Sports,256.59,20,284.96,0,36.6,237.6,5
2022-07-02,S07,Electronics,265.79,5,2217.93,0,23.1,253.15,36
2022-07-03,S04,Electronics,464.12,20,2341.81,0,31.4,457.99,17
2022-07-04,S04,Sports,260.56,5,2311.97,0,13.7,242.41,35
2022-07-05,S04,Groceries,373.49,0,1597.09,0,10.2,353.26,34
2022-07-06,S10,Clothing,286.0,25,496.45,0,18.0,280.99,1
2022-07-07,S08,Clothing,364.05,5,2848.24,0,37.3,368.05,42
2022-07-08,S02,Sports,444.59,5,3214.68,0,32.7,469.57,41
2022-07-09,S01,Clothing,42.22,10,4500.56,0,28.5,39.56,35
2022-07-10,S04,Sports,48.74,15,2484.74,0,21.4,50.22,16
2022-07-11,S10,Electronics,158.9,25,2420.45,0,24.6,155.84,15
2022-07-12,S02,Electronics,238.68,15,4575.43,0,29.2,240.15,37
2022-07-13,S04,Furniture,172.56,0,1316.09,0,12.5,171.9,37
2022-07-14,S10,Clothing,306.74,5,3048.51,0,25.1,331.63,38
2022-07-15,S09,Electronics,471.18,0,3907.76,0,35.0,515.05,46
2022-07-16,S07,Sports,140.58,20,1807.02,0,26.6,133.41,5
2022-07-17,S09,Furniture,260.71,5,1290.56,0,37.1,243.73,19
2022-07-18,S03,Clothing,54.07,25,518.94,0,22.1,58.28,5
2022-07-19,S01,Electronics,496.73,25,2005.13,0,25.5,453.47,5
2022-07-20,S05,Groceries,142.09,0,4258.93,0,25.7,156.17,44
2022-07-21,S05,Sports,221.57,5,282.03,0,25.7,232.97,25
2022-07-22,S09,Furniture,168.21,5,1148.93,0,22.6,173.14,30
2022-07-23,S01,Furniture,352.8,15,4640.67,0,32.5,326.69,20
2022-07-24,S02,Clothing,487.24,5,3094.98,0,28.2,470.85,39
2022-07-25,S07,Sports,206.78,20,4313.08,0,11.4,200.98,24
2022-07-26,S04,Clothing,276.65,25,1174.59,0,34.9,271.38,6
2022-07-27,S08,Furniture,240.44,10,2140.78,0,12.4,257.78,25
2022-07-28,S10,Groceries,243.42,15,4457.06,0,20.1,225.8,35
2022-07-29,S04,Furniture,482.45,20,1245.19,0,12.1,528.09,16
2022-07-30,S10,Furniture,149.36,20,4393.26,0,35.3,140.1,24
2022-07-31,S01,Clothing,23.58,5,1416.5,0,19.1,22.08,29
2022-08-01,S10,Sports,64.67,15,4078.86,0,14.8,62.51,26
2022-08-02,S07,Clothing,275.55,0,4574.38,0,31.3,287.86,53
2022-08-03,S01,Groceries,383.21,20,1529.59,0,16.2,405.61,11
2022-08-04,S09,Furniture,110.87,10,541.13,0,14.4,113.33,22
2022-08-05,S10,Sports,162.82,0,174.38,0,21.6,174.32,15
2022-08-06,S02,Clothing,233.95,0,4346.47,0,33.7,245.47,49
2022-08-07,S10,Groceries,68.31,10,258.17,0,28.9,72.33,24
2022-08-08,S05,Sports,94.9,0,423.2,0,36.3,92.5,24
2022-08-09,S08,Electronics,192.12,25,827.46,0,12.0,173.32,7
2022-08-10,S05,Electronics,393.19,15,390.66,0,34.9,431.78,5
2022-08-11,S07,Electronics,30.14,15,132.48,0,10.8,29.73,11
2022-08-12,S01,Clothing,206.97,25,4321.31,0,28.5,194.29,25
2022-08-13,S02,Sports,150.18,25,1935.17,0,26.8,156.26,12
2022-08-14,S08,Groceries,46.89,5,1227.7,0,29.3,50.44,20
2022-08-15,S04,Groceries,231.79,10,1388.0,0,32.0,226.44,26
2022-08-16,S05,Sports,388.54,5,2147.81,0,20.4,367.98,27
2022-08-17,S02,Sports,353.69,15,2983.09,0,20.6,321.87,24
2022-08-18,S04,Groceries,235.8,10,2635.89,0,11.0,217.31,26
2022-08-19,S02,Sports,265.59,10,1734.86,0,13.9,278.5,21
2022-08-20,S01,Sports,440.52,15,3101.08,0,34.2,410.4,25
2022-08-21,S03,Electronics,325.05,10,1542.1,0,36.4,297.11,15
2022-08-22,S01,Electronics,396.58,10,4968.8,0,30.0,383.12,33
2022-08-23,S09,Furniture,240.35,10,2065.27,0,31.9,257.3,27
2022-08-24,S04,Furniture,69.9,5,381.27,0,27.9,76.07,16
2022-08-25,S05,Electronics,350.41,25,3436.95,0,13.1,370.56,25
2022-08-26,S04,Clothing,121.89,15,2331.62,0,36.7,134.0,14
2022-08-27,S08,Electronics,361.16,5,1429.42,0,26.8,359.67,21
2022-08-28,S10,Groceries,296.73,15,1636.68,0,31.8,301.63,20
2022-08-29,S05,Groceries,170.57,25,217.17,0,14.6,177.56,2
2022-08-30,S02,Clothing,105.67,25,2688.78,0,20.6,107.53,10
2022-08-31,S09,Sports,339.17,15,2485.83,0,31.5,340.59,24
2022-09-01,S02,Groceries,495.13,15,3052.37,0,10.2,521.47,21
2022-09-02,S10,Groceries,65.49,25,1272.81,0,26.4,68.71,5
2022-09-03,S03,Groceries,306.9,25,1479.11,0,18.1,304.84,8
2022-09-04,S01,Sports,153.58,10,3659.08,0,23.5,150.88,34
2022-09-05,S02,Sports,170.35,15,4153.35,0,14.6,169.51,35
2022-09-06,S08,Sports,126.62,0,4664.74,0,20.7,114.14,45
2022-09-07,S02,Electronics,88.33,20,4709.08,0,10.9,85.05,21
2022-09-08,S08,Groceries,282.12,25,1923.18,0,23.9,279.81,8
2022-09-09,S06,Furniture,19.55,5,2921.02,0,28.8,18.44,36
2022-09-10,S08,Groceries,484.36,15,4203.87,0,36.0,532.78,24
2022-09-11,S07,Clothing,387.73,15,4090.92,0,12.6,425.14,30
2022-09-12,S02,Furniture,206.13,25,2254.24,0,31.4,207.26,9
2022-09-13,S04,Clothing,451.51,5,3851.46,0,21.0,477.8,39
2022-09-14,S07,Groceries,373.39,15,736.15,0,29.2,381.98,14
2022-09-15,S06,Clothing,18.48,10,2071.76,0,20.3,19.68,20
2022-09-16,S10,Groceries,200.1,10,4822.54,0,32.5,212.79,36
2022-09-17,S02,Clothing,147.2,5,633.79,0,23.0,137.5,29
2022-09-18,S09,Electronics,432.7,20,1322.71,0,17.1,433.36,7
2022-09-19,S05,Groceries,458.98,25,2987.18,0,33.0,445.7,17
2022-09-20,S02,Sports,202.7,15,3133.06,0,26.8,183.98,22
2022-09-21,S05,Electronics,88.86,5,1021.9,0,32.0,85.59,25
2022-09-22,S03,Furniture,464.29,25,2335.24,0,24.4,442.64,10
2022-09-23,S10,Clothing,214.46,15,4882.69,0,12.6,227.79,25
2022-09-24,S10,Groceries,403.14,5,1271.21,0,19.2,438.51,27
2022-09-25,S02,Furniture,452.73,0,559.03,0,17.5,479.58,15
2022-09-26,S06,Electronics,435.06,25,3375.58,0,14.9,441.61,21
2022-09-27,S08,Clothing,367.02,10,420.11,0,16.0,369.56,23
2022-09-28,S07,Groceries,335.84,25,2098.91,0,33.1,316.49,13
2022-09-29,S09,Groceries,352.06,10,1479.07,0,30.9,325.83,21
2022-09-30,S01,Electronics,370.03,15,2329.31,0,14.9,352.29,20
2022-10-01,S04,Groceries,436.98,20,3126.5,0,29.8,437.87,12
2022-10-02,S06,Furniture,491.13,10,4394.79,0,27.9,523.11,30
2022-10-03,S09,Electronics,67.06,20,3374.92,0,21.8,70.39,29
2022-10-04,S08,Groceries,418.67,5,3932.64,0,38.0,400.56,39
2022-10-05,S09,Groceries,424.17,5,3720.96,0,17.2,385.43,35
2022-10-06,S05,Electronics,14.14,25,4396.99,0,34.8,13.12,15
2022-10-07,S07,Sports,380.32,25,4675.48,0,31.5,374.06,21
2022-10-08,S06,Sports,16.43,25,3258.94,0,13.0,16.84,18
2022-10-09,S05,Furniture,229.89,25,2254.18,0,19.2,243.25,11
2022-10-10,S03,Sports,158.14,20,3934.6,0,17.6,168.7,28
2022-10-11,S04,Electronics,13.13,10,1345.46,0,10.5,13.35,27
2022-10-12,S06,Clothing,289.62,0,4783.6,0,25.7,274.73,58
2022-10-13,S10,Clothing,293.01,0,1275.48,0,17.6,306.56,23
2022-10-14,S06,Groceries,440.57,5,223.03,0,19.3,428.61,12
2022-10-15,S07,Groceries,469.98,25,4964.19,0,32.9,506.46,22
2022-10-16,S04,Sports,367.95,15,2777.19,0,16.1,403.58,29
2022-10-17,S09,Sports,125.26,20,3887.11,0,15.8,113.47,23
2022-10-18,S09,Electronics,256.69,15,2780.03,0,24.9,240.61,22
2022-10-19,S09,Clothing,341.03,20,1766.52,0,15.0,366.2,7
2022-10-20,S10,Sports,11.0,0,2848.19,0,25.7,11.69,38
2022-10-21,S03,Groceries,149.74,25,3489.95,0,10.5,148.27,14
2022-10-22,S03,Furniture,341.06,15,3237.62,0,10.1,321.22,35
2022-10-23,S10,Sports,54.21,20,4055.44,0,24.2,52.66,21
2022-10-24,S03,Electronics,435.99,25,747.57,0,23.6,469.65,5
2022-10-25,S07,Groceries,129.78,20,4564.93,0,34.8,142.26,28
2022-10-26,S01,Clothing,460.2,10,2452.05,0,23.9,470.68,28
2022-10-27,S10,Furniture,152.45,10,4141.0,0,31.8,137.6,28
2022-10-28,S02,Clothing,44.95,20,3298.34,0,31.0,40.46,22
2022-10-29,S07,Sports,33.67,5,3810.84,0,23.7,31.51,36
2022-10-30,S07,Furniture,403.71,10,4646.28,0,35.0,370.0,31
2022-10-31,S08,Groceries,332.83,10,2468.74,0,37.7,332.08,23
2022-11-01,S02,Clothing,213.05,5,4944.37,1,29.8,214.91,42
2022-11-02,S06,Clothing,10.66,0,468.65,1,20.8,10.95,24
2022-11-03,S07,Furniture,494.64,0,391.13,1,36.7,474.38,26
2022-11-04,S04,Electronics,357.11,10,1132.9,1,11.1,348.38,21
2022-11-05,S05,Groceries,201.92,5,1140.07,1,33.8,193.87,23
2022-11-06,S08,Furniture,239.73,0,1965.82,1,32.1,218.7,27
2022-11-07,S01,Electronics,266.54,20,906.15,1,17.2,268.85,11
2022-11-08,S01,Electronics,232.27,20,224.58,1,28.5,230.92,9
2022-11-09,S08,Furniture,329.37,15,398.67,1,19.7,322.17,3
2022-11-10,S04,Furniture,371.4,20,3185.99,0,22.7,361.35,12
2022-11-11,S05,Furniture,316.07,25,1668.98,0,26.5,330.48,2
2022-11-12,S04,Furniture,466.17,0,4183.94,0,10.6,473.92,40
2022-11-13,S01,Sports,266.98,20,3609.53,0,21.3,248.94,18
2022-11-14,S09,Clothing,7.21,10,4213.1,0,15.4,7.75,42
2022-11-15,S08,Groceries,17.89,15,4258.42,0,10.1,16.65,32
2022-11-16,S02,Furniture,172.09,15,1801.37,0,32.7,181.58,15
2022-11-17,S03,Clothing,109.36,5,1773.34,0,12.9,117.1,30
2022-11-18,S04,Clothing,31.09,10,2584.09,0,12.5,32.96,30
2022-11-19,S05,Sports,433.46,20,3856.69,0,11.5,472.12,28
2022-11-20,S02,Electronics,466.95,25,4946.3,0,10.4,503.28,19
2022-11-21,S04,Electronics,87.3,10,2560.38,0,18.5,90.83,27
2022-11-22,S08,Electronics,201.91,10,3438.95,0,31.8,218.98,33
2022-11-23,S08,Furniture,352.67,20,617.94,0,25.8,380.88,9
2022-11-24,S08,Electronics,450.65,5,4573.01,0,13.6,435.67,48
2022-11-25,S09,Furniture,40.98,15,3847.67,0,36.2,41.26,26
2022-11-26,S05,Furniture,140.68,25,4174.19,0,12.8,139.91,21
2022-11-27,S06,Clothing,276.88,10,1038.01,0,23.1,303.29,30
2022-11-28,S08,Clothing,162.17,15,4634.38,0,25.1,173.02,29
2022-11-29,S01,Clothing,341.85,20,1932.24,0,20.9,369.23,10
2022-11-30,S01,Sports,363.95,25,3288.99,0,28.4,381.39,20
2022-12-01,S02,Groceries,179.7,25,4834.62,1,29.0,190.34,24
2022-12-02,S04,Electronics,323.85,0,3142.83,1,36.5,338.64,38
2022-12-03,S07,Electronics,327.0,15,4563.34,1,14.2,341.24,30
2022-12-04,S04,Clothing,352.5,10,3229.3,1,28.0,386.1,26
2022-12-05,S10,Electronics,403.15,20,3890.46,1,12.6,372.97,30
2022-12-06,S01,Clothing,220.03,20,3702.04,1,24.2,212.15,21
2022-12-07,S09,Clothing,18.22,20,2722.22,1,19.8,16.7,13
2022-12-08,S09,Furniture,135.21,5,1443.15,1,25.9,132.71,24
2022-12-09,S08,Clothing,224.25,25,4603.78,1,37.0,212.98,28
2022-12-10,S08,Groceries,150.92,25,1376.89,0,29.7,149.83,12
2022-12-11,S04,Clothing,124.5,20,2094.67,0,24.0,115.3,22
2022-12-12,S10,Groceries,198.47,5,3673.9,0,24.6,179.58,36
2022-12-13,S05,Groceries,56.6,25,927.08,0,29.9,51.4,1
2022-12-14,S03,Groceries,136.08,5,1950.37,0,22.3,147.12,31
2022-12-15,S08,Furniture,263.0,5,3384.98,0,36.6,266.18,46
2022-12-16,S05,Groceries,491.49,5,1403.17,0,17.2,452.59,17
2022-12-17,S03,Groceries,460.41,15,2184.1,0,30.0,492.62,24
2022-12-18,S02,Furniture,203.46,20,2065.46,0,32.4,221.37,20
2022-12-19,S09,Groceries,188.5,15,611.13,0,20.4,194.42,17
2022-12-20,S08,Groceries,167.21,25,2325.96,0,29.9,178.38,12
2022-12-21,S05,Sports,343.06,25,2680.07,0,11.2,337.3,13
2022-12-22,S08,Sports,232.52,10,663.65,0,25.3,220.88,20
2022-12-23,S03,Groceries,387.65,5,1815.72,0,18.0,362.57,33
2022-12-24,S04,Groceries,184.34,10,4147.94,0,32.5,185.85,43
2022-12-25,S05,Furniture,404.43,10,628.63,0,21.9,431.1,25
2022-12-26,S05,Furniture,57.78,10,583.66,0,28.1,58.69,23
2022-12-27,S03,Sports,432.86,20,3240.31,0,29.1,396.46,25
2022-12-28,S01,Electronics,255.69,25,1252.96,0,32.5,256.7,3
2022-12-29,S02,Groceries,71.66,15,460.08,0,34.8,78.53,26
2022-12-30,S08,Groceries,195.66,20,4978.43,0,15.4,208.72,36
2022-12-31,S01,Clothing,139.35,20,4559.26,0,17.1,150.84,27
2023-01-01,S02,Sports,19.25,20,3016.0,0,14.5,19.5,24
2023-01-02,S10,Clothing,310.77,15,1696.38,0,31.0,281.74,19
2023-01-03,S09,Electronics,234.97,10,1677.57,0,33.0,241.55,11
2023-01-04,S07,Electronics,464.75,5,2795.67,0,20.8,457.29,29
2023-01-05,S09,Sports,493.84,20,139.93,0,26.2,447.0,12
2023-01-06,S08,Sports,11.69,25,1312.4,0,10.0,12.69,1
2023-01-07,S03,Electronics,81.12,15,4339.81,0,30.6,83.22,33
2023-01-08,S09,Electronics,454.63,5,149.4,0,12.0,498.73,13
2023-01-09,S07,Furniture,450.32,15,2898.41,0,14.8,420.27,29
2023-01-10,S02,Sports,87.83,10,1418.66,0,19.8,96.22,17
2023-01-11,S10,Clothing,496.11,0,2282.17,0,33.5,513.87,42
2023-01-12,S09,Furniture,416.75,25,3012.33,0,33.8,452.77,20
2023-01-13,S09,Sports,112.25,20,3867.66,0,16.7,114.13,22
2023-01-14,S10,Groceries,386.82,25,4118.17,0,23.6,398.81,15
2023-01-15,S06,Sports,178.82,0,359.78,0,13.9,188.61,27
2023-01-16,S04,Groceries,254.56,15,4241.64,0,14.2,255.35,34
2023-01-17,S01,Groceries,203.0,5,3273.43,0,32.8,186.66,29
2023-01-18,S03,Sports,163.98,20,2492.42,0,15.8,170.48,20
2023-01-19,S10,Groceries,207.64,10,3625.92,0,26.8,218.35,43
2023-01-20,S01,Clothing,36.92,15,2874.88,0,27.6,34.39,23
2023-01-21,S09,Electronics,234.78,20,3114.18,0,30.5,215.8,18
2023-01-22,S03,Sports,405.75,20,4766.67,0,36.8,403.58,32
2023-01-23,S10,Clothing,143.38,20,1574.17,0,30.7,136.8,12
2023-01-24,S09,Electronics,213.34,20,4565.45,0,24.5,208.98,37
2023-01-25,S06,Furniture,490.13,15,3318.25,0,37.6,522.31,19
2023-01-26,S06,Furniture,402.07,0,2892.24,0,23.9,431.35,36
2023-01-27,S06,Furniture,164.15,5,3322.22,0,27.3,158.57,47
2023-01-28,S01,Electronics,252.61,25,3469.1,0,17.5,268.67,16
2023-01-29,S03,Groceries,56.45,25,3301.23,0,13.1,59.62,14
2023-01-30,S03,Groceries,312.24,25,1498.67,0,23.5,283.34,9
2023-01-31,S07,Electronics,62.46,25,294.95,0,35.1,61.82,6
2023-02-01,S03,Groceries,312.64,10,4063.21,0,23.2,311.68,41
2023-02-02,S09,Clothing,268.67,15,1515.34,0,20.8,292.99,29
2023-02-03,S02,Electronics,169.98,5,3379.88,0,26.9,185.1,33
2023-02-04,S02,Sports,23.29,25,4164.66,0,17.0,23.95,17
2023-02-05,S03,Clothing,12.11,10,4457.95,0,13.8,12.54,45
2023-02-06,S09,Clothing,12.63,20,2435.99,0,19.6,12.0,26
2023-02-07,S06,Groceries,465.73,15,1952.92,0,36.8,452.68,18
2023-02-08,S07,Furniture,73.7,20,2126.74,0,19.1,71.99,14
2023-02-09,S09,Furniture,137.35,20,2437.07,0,14.7,134.63,16
2023-02-10,S04,Clothing,60.23,0,351.23,0,14.9,58.45,23
2023-02-11,S09,Groceries,146.43,20,2597.6,0,13.8,139.56,20
2023-02-12,S07,Clothing,147.47,0,1504.56,0,13.3,153.34,29
2023-02-13,S02,Electronics,383.75,15,297.82,0,26.9,371.08,14
2023-02-14,S10,Groceries,263.67,20,2030.12,0,13.4,265.51,5
2023-02-15,S04,Clothing,166.22,10,901.31,0,26.1,180.82,23
2023-02-16,S08,Electronics,442.83,25,843.62,0,12.1,457.69,1
2023-02-17,S08,Groceries,45.09,0,4317.69,0,30.0,43.98,49
2023-02-18,S09,Groceries,470.71,5,1957.19,0,33.2,474.99,39
2023-02-19,S10,Groceries,303.79,15,586.87,0,17.2,315.0,11
2023-02-20,S09,Sports,237.81,20,1106.92,0,27.8,250.92,1
2023-02-21,S09,Furniture,110.06,20,2147.77,0,20.9,115.28,23
2023-02-22,S02,Sports,403.56,15,1604.93,0,30.4,405.46,21
2023-02-23,S10,Electronics,210.06,10,896.56,0,11.9,218.22,20
2023-02-24,S06,Furniture,321.9,0,4311.75,0,15.4,293.88,47
2023-02-25,S05,Groceries,153.1,5,4542.74,0,37.9,154.07,42
2023-02-26,S02,Clothing,312.48,20,3836.34,0,36.4,307.7,21
2023-02-27,S04,Electronics,210.8,0,1213.03,0,23.9,199.91,36
2023-02-28,S05,Groceries,391.74,25,3479.96,0,19.8,424.55,23
2023-03-01,S01,Clothing,293.59,5,1088.92,0,32.7,304.92,30
2023-03-02,S08,Groceries,148.04,10,4199.81,0,12.2,136.24,33
2023-03-03,S09,Furniture,386.87,10,603.15,0,31.9,394.37,20
2023-03-04,S01,Clothing,104.58,15,3534.09,0,14.3,96.21,27
2023-03-05,S08,Furniture,264.71,0,317.91,0,20.6,279.6,37
2023-03-06,S07,Clothing,120.05,10,1441.59,0,15.8,124.37,29
2023-03-07,S03,Sports,126.59,10,2050.59,0,12.1,124.15,25
2023-03-08,S02,Groceries,403.32,25,4718.77,0,11.1,376.79,26
2023-03-09,S08,Clothing,340.61,25,1216.04,0,19.8,365.98,9
2023-03-10,S05,Sports,326.56,25,1968.5,0,24.2,296.75,8
2023-03-11,S04,Groceries,185.01,15,351.33,0,34.7,171.75,2
2023-03-12,S06,Clothing,147.22,15,853.45,0,14.7,133.54,10
2023-03-13,S10,Electronics,27.5,15,4484.86,0,36.9,30.21,39
2023-03-14,S04,Groceries,7.11,10,3314.51,0,35.6,6.59,26
2023-03-15,S04,Clothing,30.49,15,275.23,0,20.5,30.87,16
2023-03-16,S09,Groceries,170.56,10,2069.04,0,24.3,173.63,33
2023-03-17,S07,Sports,442.07,20,2862.77,0,22.3,444.71,22
2023-03-18,S04,Sports,282.47,0,4383.73,0,30.1,281.81,55
2023-03-19,S07,Electronics,6.63,20,4870.61,0,37.1,6.51,26
2023-03-20,S06,Electronics,291.11,10,149.2,0,17.1,313.5,14
